text,phase,sentiment
"A worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll .",train,3
"One of those energetic surprises , an original that pleases almost everyone who sees it .",train,3
"There are some fairly unsettling scenes , but they never succeed in really rattling the viewer .",train,1
A sharp satire of desperation and cinematic deception .,train,3
If only the story about a multi-million dollar con bothered to include the con .,train,2
"Slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .",train,1
"A sour attempt at making a Farrelly Brothers-style , down-and-dirty laugher for the female set .",train,1
Producer John Penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . '',train,3
"( W ) hile long on amiable monkeys and worthy environmentalism , Jane Goodall 's Wild Chimpanzees is short on the thrills the oversize medium demands .",train,1
"Even as lame horror flicks go , this is lame .",train,1
"A summer entertainment adults can see without feeling embarrassed , but it could have been more .",train,3
"While dutifully pulling on heartstrings , directors Dean Deblois and Chris Sanders valiantly keep punching up the mix .",train,3
"Never having seen the first two films in the series , I ca n't compare Friday After Next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .",train,1
It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,train,3
"If there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days .",train,3
Opera on film is never satisfactory .,train,1
"This starts off with a 1950 's Doris Day feel and it gets very ugly , very fast .",train,1
It 's Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .,train,3
"Though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance .",train,3
"It 's not life-affirming -- its vulgar and mean , but I liked it .",train,2
"This film , starring Anthony Hopkins and Chris Rock , is your typical ` fish out of water ' story .",train,2
"About Schmidt is Nicholson 's goofy , heartfelt , mesmerizing King Lear .",train,3
This painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications ... that have no bearing on the story .,train,1
"Twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record .",train,3
"A meatier deeper beginning and/or ending would have easily tipped this film into the `` A '' range , as is , it 's a very very strong `` B + . ''",train,3
"A memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill .",train,3
"A horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy-crawly bug things that live only in the darkness .",train,1
"Ah yes , and then there 's the music ...",train,2
Sharp edges and a deep vein of sadness run through its otherwise comic narrative .,train,3
"Highbrow self-appointed guardians of culture need not apply , but those who loved Cool as Ice have at last found a worthy follow-up .",train,3
"Holy mad maniac in a mask , Splat-Man !",train,2
"Just about all of the film is confusing on one level or another , making Ararat far more demanding than it needs to be .",train,1
What is the filmmakers ' point ?,train,2
"Splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .",train,1
"If the film 's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start .",train,3
Deliberately and skillfully uses ambiguity to suggest possibilities which imbue the theme with added depth and resonance .,train,3
Cinematic poetry showcases the city 's old-world charm before machines change nearly everything .,train,3
What 's next ?,train,3
Abandon spends 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed .,train,1
... Watching it was painful .,train,1
Intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject .,train,3
"But be warned , you too may feel time has decided to stand still .",train,2
The success of Undercover Brother is found in its ability to spoof both black and white stereotypes equally .,train,3
Aan opportunity wasted .,train,1
"... the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",train,1
It 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of Anna Chancellor that makes this `` Two Weddings and a Funeral '' fun .,train,3
"Yes , Spirited Away is a triumph of imagination , but it 's also a failure of storytelling .",train,1
Your children will be occupied for 72 minutes .,train,3
"Wewannour money back , actually .",train,1
The most brilliant work in this genre since the 1984 uncut version of Sergio Leone 's flawed but staggering Once Upon a Time in America .,train,3
"Boasting some of the most poorly staged and lit action in memory , Impostor is as close as you can get to an imitation movie .",train,1
It 's like watching a nightmare made flesh .,train,1
